Thời tiết,Nhiệt độ,Độ ẩm,Gió,Áp suất, PM2.5 , PM10 , O3 , NO2 , SO2 , CO ,target
Ít mây,3°C,80%,9.2 km/h,1012 mbar,5.2,,,,,,Tốt
Trời quang,4°C,93%,9.3 km/h,1017 mbar,6.9,,,,,,Tốt
Trời quang,2°C,86%,5.5 km/h,1017 mbar,4.8,,,,,,Tốt
Trời quang,-3°C,86%,9.3 km/h,1007 mbar,3.3,,,,,,Tốt
Nhiều mây,-10°C,87%,13.2 km/h,1004 mbar,1.1,,,,,,Tốt
Nhiều mây,15°C,28%,11.3 km/h,1000 mbar,,,84,,,,Tốt
Nhiều mây,-3°C,67%,40.8 km/h,1001 mbar,,10,,,,,Tốt
Nhiều mây,-4°C,79%,6.4 km/h,1001 mbar,14.1,,,,,,Trung bình
Mây rải rác,17°C,86%,9.3 km/h,1014 mbar,22.1,,,,,,Trung bình
Nhiều mây,0°C,76%,6.4 km/h,1026 mbar,8.7,,,,,,Tốt
Trời quang,-7°C,79%,0 km/h,1022 mbar,4.6,,,,,,Tốt
Nhiều mây,0°C,82%,11.1 km/h,1028 mbar,4.7,,,,,,Tốt
Trời quang,-4°C,79%,7.4 km/h,1024 mbar,4.1*,,,,,,Tốt
Nhiều mây,-3°C,76%,0 km/h,1028 mbar,4.3,,,,,,Tốt
Trời quang,-13°C,80%,0 km/h,1027 mbar,4,,,,,,Tốt
Trời quang,-12°C,90%,5.1 km/h,1027 mbar,2.8,,,,,,Tốt
Nhiều mây,6°C,98%,5.9 km/h,1023 mbar,5,,,,,,Tốt
Nhiều mây,3°C,84%,3.2 km/h,1021 mbar,12.1*,,,,,,Trung bình
Trời quang,1°C,75%,11.1 km/h,1024 mbar,8,11,,,,,Tốt
Nhiều mây,0°C,84%,14.8 km/h,1027 mbar,15,,,,,,Trung bình
Trời quang,-5°C,83%,7.4 km/h,1026 mbar,7.2,,,43.2,0,,Tốt
Nhiều mây,15°C,90%,17.1 km/h,1010 mbar,4.8,,22,,,,Tốt
Nhiều mây,-2°C,87%,4.8 km/h,1006 mbar,7.2,,,,,,Tốt
Nhiều mây,0°C,67%,25.9 km/h,1027 mbar,8,,,,,,Tốt
Nhiều mây,5°C,71%,25.9 km/h,1024 mbar,12.4,,,,,,Trung bình
Nhiều mây,0°C,85%,14.8 km/h,1026 mbar,9.4,,,,,,Tốt
Mây rải rác,-3°C,70%,7.4 km/h,1009 mbar,22.1*,,,,,,Trung bình
Trời quang,-8°C,76%,13 km/h,1027 mbar,2.6,,,7.9,0,,Tốt
Trời quang,-1°C,80%,13 km/h,1003 mbar,7.1*,,,,,,Tốt
Nhiều mây,-2°C,50%,15.9 km/h,1006 mbar,18.1*,,,,,,Trung bình
Trời quang,-2°C,84%,18.5 km/h,1003 mbar,7.1*,,,,,,Tốt
Nhiều mây,-2°C,45%,15.7 km/h,1007 mbar,9.1*,,,,,,Tốt
Nhiều mây,6°C,94%,1.6 km/h,1005 mbar,4.1*,,,,,,Tốt
Trời quang,-1°C,79%,3.7 km/h,1012 mbar,17,,,,,,Trung bình
Trời quang,-6°C,86%,11.1 km/h,1011 mbar,10.1*,,,,,,Tốt
Mây rải rác,-5°C,69%,12.3 km/h,1013 mbar,10.1*,,,,,,Tốt
Trời quang,-3°C,67%,2.6 km/h,1013 mbar,15.5,21.2,26.4,16,,,Trung bình
Trời quang,-4°C,79%,5.5 km/h,1012 mbar,10,13.5,21,27.5,,,Tốt
Mây rải rác,-1°C,85%,15.5 km/h,1012 mbar,7.9,9.5,,8.5,1.1,,Tốt
Ít mây,-3°C,79%,13.8 km/h,1008 mbar,15.5,20,,,,,Trung bình
Trời quang,-2°C,86%,3.9 km/h,1012 mbar,15,21,,,,,Trung bình
Mưa,2°C,93%,33.3 km/h,1003 mbar,15.3,9,,10.7,,,Trung bình
Nhiều mây,8°C,90%,9.5 km/h,1006 mbar,3.1*,,,,,,Tốt
Nhiều mây,4°C,67%,1.6 km/h,1006 mbar,11.7,,,,,,Tốt
Nhiều mây,6°C,70%,3.2 km/h,1003 mbar,,,14.3,12.9,,,Tốt
Mây rải rác,11°C,63%,16.8 km/h,1012 mbar,9*,,,45.1*,,,Tốt
Mây rải rác,10°C,52%,20.1 km/h,1016 mbar,10.1*,,,,,,Tốt
Mưa,7°C,79%,28.1 km/h,1014 mbar,7,8,,5.6,,,Tốt
Trời quang,12°C,62%,28.1 km/h,1021 mbar,20,,,,,,Trung bình
Nhiều mây,9°C,66%,33.3 km/h,1006 mbar,6,,,24.4,,,Tốt
Nhiều mây,10°C,77%,13 km/h,1016 mbar,8,4,,16.9,2.6,,Tốt
Trời quang,9°C,76%,6 km/h,1010 mbar,8,5,,26.3,2.6,,Tốt
Ít mây,6°C,88%,0 km/h,1008 mbar,8,9,,16.9,,572.5,Tốt
Nhiều mây,11°C,56%,31 km/h,1020 mbar,29,39,,13.2,18.3,,Trung bình
Nhiều mây,-3°C,86%,23 km/h,998 mbar,7.2,,,,3.9,,Tốt
Trời quang,-4°C,87%,22.2 km/h,1007 mbar,23,25,13,38.6,1.4,,Trung bình
Trời quang,-1°C,89%,5.8 km/h,1011 mbar,32.8,19.8,4.3,,,,Trung bình
Nhiều mây,17°C,93%,9.4 km/h,1010 mbar,9.3,22,,,1,,Tốt
Mưa rào,18°C,100%,33.3 km/h,1003 mbar,3.1*,,,5*,1*,,Tốt
Ít mây,13°C,87%,3.7 km/h,1002 mbar,8,11,,37,3,,Tốt
Nhiều mây,16°C,86%,9 km/h,1000 mbar,3.2,17,22,,1,,Tốt
Nhiều mây,0°C,88%,19.4 km/h,1007 mbar,11,14,,,,,Tốt
Sương mù,5°C,90%,7.4 km/h,1018 mbar,14.6,,,,,,Trung bình
Nhiều mây,-1°C,59%,13 km/h,1015 mbar,1.8,4.5,,,,,Tốt
Trời quang,4°C,90%,0 km/h,1018 mbar,4.7,,,,,,Tốt
Trời quang,-9°C,86%,0 km/h,1025 mbar,2.2,,,,,,Tốt
Mưa,12°C,95%,35.2 km/h,1001 mbar,1.6,,,,,,Tốt
Mây rải rác,2°C,89%,9.3 km/h,1021 mbar,20.7,,,,,,Trung bình
Trời quang,-3°C,80%,13 km/h,1025 mbar,7.1*,,,,,,Tốt
Trời quang,1°C,91%,5.5 km/h,1021 mbar,21.9,,,,,,Trung bình
Nhiều mây,20°C,88%,30.6 km/h,1005 mbar,14.1,,,,,,Trung bình
Nhiều mây,-8°C,84%,3.6 km/h,1018 mbar,0.2,,,,,,Tốt
Nhiều mây,1°C,57%,22.2 km/h,1022 mbar,13.3,,,,,,Trung bình
Trời quang,-10°C,56%,7 km/h,1012 mbar,17,19,,27,1,,Trung bình
Mây rải rác,-23°C,98%,5 km/h,1027 mbar,6.4,,,3.8,0,,Tốt
Trời quang,10°C,25%,7.1 km/h,1002 mbar,5,25,99,4,6,500,Tốt
Sương mù,2°C,92%,7.4 km/h,1004 mbar,,,,45.7,,,Tốt
Sương mù,0°C,100%,3.7 km/h,1002 mbar,24,27.6,4.8,34.8,,,Trung bình
Sương mù,0°C,100%,5.5 km/h,1002 mbar,22.3,23.3,8.3,28.2,,,Trung bình
Nhiều mây,-1°C,58%,5.6 km/h,1006 mbar,,,,28.8,,,Tốt
Trời quang,-1°C,80%,14.8 km/h,1003 mbar,6.1*,,,,,,Tốt
Nhiều mây,-1°C,53%,24.7 km/h,1009 mbar,11.1*,,,,,,Tốt
Trời quang,-1°C,74%,16.7 km/h,1006 mbar,25.2*,,,,,,Trung bình
Sương mù,0°C,89%,7.4 km/h,1002 mbar,6.1*,,,,,,Tốt
Sương mù,1°C,100%,3.7 km/h,1001 mbar,5.1*,,,,,,Tốt
Nhiều mây,12°C,87%,0 km/h,1002 mbar,3.1*,,,,,,Tốt
Trời quang,-1°C,80%,16.7 km/h,1002 mbar,24.3,34.2,,21.3,,,Trung bình
Nhiều mây,-1°C,49%,15.6 km/h,1005 mbar,22.1,25,30.1,10.8,,,Trung bình
Nhiều mây,-1°C,89%,13 km/h,1003 mbar,22.6,24.4,24,11.5,0.2,,Trung bình
Nhiều mây,-2°C,85%,15.7 km/h,1012 mbar,22,23,,,,,Trung bình
Ít mây,-2°C,75%,5.9 km/h,1013 mbar,23,28,,,,,Trung bình
Trời quang,-4°C,87%,5.6 km/h,1013 mbar,18,23,,,,,Trung bình
Trời quang,-4°C,81%,4.8 km/h,1034 mbar,1.3,1,,,,,Tốt
Mây rải rác,8°C,83%,4.6 km/h,1002 mbar,1,4,,,,,Tốt
Mưa,8°C,99%,3.5 km/h,1002 mbar,6,8,,,,,Tốt
Mưa,9°C,96%,13 km/h,998 mbar,2,4,,,,,Tốt
Nhiều mây,7°C,79%,4.8 km/h,999 mbar,1,2,,,,,Tốt
Mưa,7°C,80%,1.8 km/h,1002 mbar,0,1,,,,,Tốt
Ít mây,7°C,87%,9.4 km/h,1002 mbar,2.1*,,,,,,Tốt
Mưa rào,14°C,82%,42.6 km/h,1003 mbar,6,9,,,2,,Tốt
Nhiều mây,18°C,92%,34.7 km/h,1010 mbar,,1,,,,,Tốt
Mây rải rác,9°C,66%,8.3 km/h,1002 mbar,0,2,,,,,Tốt
Mây rải rác,8°C,84%,13.9 km/h,1004 mbar,2,5,,,,,Tốt
Nhiều mây,8°C,74%,16.3 km/h,1003 mbar,0,0,,,,,Tốt
Nhiều mây,-24°C,91%,6.9 km/h,1011 mbar,0.9,1,,,,,Tốt
Nhiều mây,-16°C,93%,5.5 km/h,1008 mbar,1.9,1.9,,,,,Tốt
Nhiều mây,9°C,80%,14.8 km/h,1001 mbar,1,6,,,,,Tốt
Nhiều mây,-14°C,86%,16 km/h,1017 mbar,7,,,13.2,1.9,126,Tốt
Tuyết,-1°C,92%,19.4 km/h,1016 mbar,3.6,22.7,35.6,0.2,0,0.1,Tốt
Nhiều mây,6°C,83%,22.5 km/h,1014 mbar,,,14,,,,Tốt
Mây rải rác,-2°C,56%,7.4 km/h,1031 mbar,2.7,,,26.7,2.5,,Tốt
Ít mây,19°C,95%,5 km/h,1015 mbar,3.1*,,,,,,Tốt
Nhiều mây,19°C,77%,13 km/h,1006 mbar,5,10,5,57,3,0.2,Tốt
Nhiều mây,18°C,73%,0.6 km/h,1015 mbar,1.4,,,,,,Tốt
Ít mây,1°C,95%,0.6 km/h,1022 mbar,5.3,,,,,,Tốt
Nhiều mây,4°C,96%,5.5 km/h,1022 mbar,21.1,,,,,,Trung bình
Nhiều mây,1°C,90%,5.5 km/h,1028 mbar,4.6,,,,,,Tốt
Mây rải rác,0°C,98%,3.2 km/h,1021 mbar,7,,,,,,Tốt
Nhiều mây,23°C,75%,14.8 km/h,1009 mbar,5.7,30.7,,,2.6,,Tốt
Nhiều mây,9°C,69%,16.3 km/h,1003 mbar,0,1,,,,,Tốt
Mưa,7°C,99%,4.9 km/h,1003 mbar,1,3,,,,,Tốt
Nhiều mây,27°C,78%,7.4 km/h,1012 mbar,6,,,,,,Tốt
Trời quang,7°C,66%,55.5 km/h,993 mbar,6,,,,,,Tốt
Trời quang,19°C,91%,8.1 km/h,1010 mbar,2,,,,,,Tốt
Nhiều mây,4°C,86%,5.5 km/h,1013 mbar,1.4,,,,,,Tốt
Nhiều mây,5°C,93%,0 km/h,1013 mbar,0.9,6,,,,,Tốt
Trời quang,-1°C,89%,6.4 km/h,1016 mbar,1.9,,,,,,Tốt
Mưa,23°C,89%,4.8 km/h,1010 mbar,3.5,,,,,,Tốt
Mưa,22°C,94%,3.6 km/h,1009 mbar,1.8,,,,,,Tốt
Mây rải rác,9°C,80%,7.5 km/h,1002 mbar,2.1*,,,,,,Tốt
Nhiều mây,0°C,80%,7.1 km/h,1022 mbar,1,,,,,,Tốt
Nhiều mây,20°C,87%,17.1 km/h,1011 mbar,3.1*,,,,,,Tốt
Nhiều mây,30°C,82%,5.7 km/h,1006 mbar,11,15.5,10.7,2.3,3,,Tốt
Nhiều mây,18°C,79%,16.7 km/h,1007 mbar,,,,5,3,,Tốt
Mây rải rác,-5°C,96%,1.8 km/h,1010 mbar,5.3,6.6,,44.4,,,Tốt
Mưa,21°C,84%,24.1 km/h,1016 mbar,3.1*,,,,,,Tốt
Nhiều mây,0°C,86%,3.2 km/h,1025 mbar,2.4,,,,,,Tốt
Sương mù,1°C,99%,7.4 km/h,1022 mbar,6.2,,,,,,Tốt
Mây rải rác,1°C,96%,5.5 km/h,1023 mbar,3.3,,,,,,Tốt
Nhiều mây,4°C,95%,5.5 km/h,1022 mbar,8.3,,,,,,Tốt
Trời quang,1°C,91%,5.5 km/h,1021 mbar,1.9,,,,,,Tốt
Sương mù,0°C,98%,0 km/h,1021 mbar,0.9,,,,,,Tốt
Nhiều mây,1°C,89%,0 km/h,1022 mbar,5,,,,,,Tốt
Nhiều mây,13°C,57%,14.8 km/h,1010 mbar,0.4,10.8,34,1.9,,,Tốt
Mây rải rác,0°C,96%,2.3 km/h,1022 mbar,11.4,,,,,,Tốt
Tuyết,0°C,95%,44.5 km/h,1003 mbar,2.1,,,0.4,0,,Tốt
Tuyết,-9°C,85%,9.3 km/h,993 mbar,1.9,,,7.4,,,Tốt
Tuyết,-10°C,85%,14.8 km/h,996 mbar,4.3,6.8,,17.2,,,Tốt
Nhiều mây,20°C,88%,5 km/h,1014 mbar,2.5,,,,,,Tốt
Nhiều mây,5°C,90%,0 km/h,1013 mbar,1.5,5,,,,,Tốt
Trời quang,-6°C,77%,3.2 km/h,1018 mbar,6.2,,,,,,Tốt
Nhiều mây,26°C,72%,20.3 km/h,1006 mbar,3.2,9.4,,,,,Tốt
Mây rải rác,28°C,74%,13 km/h,1007 mbar,5.4,14.3,,,2.6,,Tốt
Nhiều mây,23°C,76%,14.8 km/h,1010 mbar,10.4,,,,,,Tốt
Nhiều mây,-17°C,98%,10 km/h,1004 mbar,1.9,2.6,,,0.5,,Tốt
Nhiều mây,-1°C,86%,24.2 km/h,1012 mbar,2.5,,,2.3,0,,Tốt
Tuyết,-3°C,95%,7.4 km/h,1003 mbar,3.1,3.8,,,,,Tốt
Trời quang,-13°C,84%,5.5 km/h,1011 mbar,2.3,12.5,,,,,Tốt
Trời quang,-1°C,77%,8.1 km/h,1012 mbar,0.5,,,,,,Tốt
Mưa,22°C,87%,33.3 km/h,1017 mbar,2.1*,,,,,,Tốt
Sương mù,1°C,91%,7.4 km/h,1023 mbar,5.3,,,,,,Tốt
Nhiều mây,1°C,93%,4.8 km/h,1022 mbar,4.3,,,,,,Tốt
Nhiều mây,2°C,86%,3.2 km/h,1024 mbar,9.4,,,,,,Tốt
Trời quang,0°C,95%,0 km/h,1023 mbar,5.2,,,,,,Tốt
Mưa,9°C,97%,4.1 km/h,1002 mbar,1,2,,,,,Tốt
Nhiều mây,10°C,80%,14.8 km/h,1001 mbar,1,4,,,,,Tốt
Mây rải rác,9°C,88%,10.1 km/h,1003 mbar,2,7,,,,,Tốt
Mây rải rác,26°C,57%,15.7 km/h,1013 mbar,7.2,,,,,,Tốt
Nhiều mây,-3°C,93%,7.3 km/h,1023 mbar,4.3,,,3.6,,,Tốt
Tuyết,-15°C,85%,35.2 km/h,1005 mbar,2.3,6.6,,4,,,Tốt
Nhiều mây,-24°C,83%,24.6 km/h,1026 mbar,1.1*,,,,,,Tốt
Trời quang,19°C,92%,1.6 km/h,1012 mbar,1.9,,,,,,Tốt
Nhiều mây,20°C,67%,18.4 km/h,1009 mbar,3,5,42,5,,,Tốt
Mưa rào,-8°C,86%,5.5 km/h,1006 mbar,14,20.6,,14.8,,,Trung bình
Trời quang,22°C,57%,3.7 km/h,1014 mbar,2.1*,,,,,,Tốt
Nhiều mây,21°C,61%,15.4 km/h,1014 mbar,2.9,,,,,,Tốt
Trời quang,0°C,89%,1.6 km/h,1022 mbar,6,,,,,,Tốt
Trời quang,0°C,93%,0 km/h,1022 mbar,9.6,,,,,,Tốt
Trời quang,0°C,94%,0 km/h,1023 mbar,4.5,,,,,,Tốt
Mây rải rác,27°C,70%,13 km/h,1006 mbar,3.4,11.4,,,,,Tốt
Mây rải rác,27°C,74%,13 km/h,1007 mbar,3.8,14.8,,3.8,,,Tốt
Nhiều mây,-5°C,82%,19.9 km/h,1010 mbar,16.2,18,,,1,,Trung bình
Ít mây,-5°C,53%,18.8 km/h,1011 mbar,8.9,11,,,1,4.3,Tốt
Tuyết,-9°C,84%,9.3 km/h,992 mbar,2.9,6.4,,11.2,,,Tốt
Nhiều mây,-6°C,56%,10.2 km/h,1009 mbar,12.1*,,,,,,Trung bình
Nhiều mây,26°C,65%,33.3 km/h,1015 mbar,30,31.4,39.7,7.4,0.4,0.3,Trung bình
Mưa,12°C,88%,17.6 km/h,1008 mbar,3.1*,,,,,,Tốt
Nhiều mây,16°C,96%,35.7 km/h,1007 mbar,,,,3,,,Tốt
Mưa,20°C,76%,6.4 km/h,1008 mbar,1,2,7.5,28,5,0.1,Tốt
Tuyết,-8°C,90%,30.5 km/h,999 mbar,6,2.3,,1.5,,,Tốt
Trời quang,-8°C,79%,25.9 km/h,1001 mbar,2.5,4.1,,32.1,,,Tốt
Mây rải rác,-5°C,96%,1.5 km/h,1010 mbar,7.4,9.7,,59.2,,,Tốt
Mây rải rác,-5°C,96%,3 km/h,1009 mbar,7.1*,,,,,,Tốt
Nhiều mây,-6°C,96%,3.9 km/h,1010 mbar,7.1,12.2,,,,,Tốt
Sương mù,-6°C,93%,1.8 km/h,1010 mbar,8.1*,,,,,,Tốt
Nhiều mây,-7°C,78%,14 km/h,1014 mbar,0.2,,,,,,Tốt
Mưa,21°C,95%,42.6 km/h,1013 mbar,6,21,,17,2,,Tốt
Mây rải rác,-7°C,82%,27.8 km/h,1001 mbar,2.6,3.9,,25.9,,,Tốt
Mây rải rác,-7°C,82%,27.8 km/h,1001 mbar,3,3.4,,,,,Tốt
Trời quang,-11°C,73%,29.6 km/h,1003 mbar,1.5,3.2,,,,,Tốt
Ít mây,-5°C,90%,5.5 km/h,1009 mbar,5.8,12.2,,65.9,,,Tốt
Sương mù,-4°C,94%,3.7 km/h,1009 mbar,4.8,6.4,21.6,73.5,0.3,,Tốt
Ít mây,-5°C,83%,1.5 km/h,1010 mbar,8.6,14.7,,41.9,5.5,,Tốt
Mây rải rác,-5°C,96%,3 km/h,1009 mbar,6,6.9,,31.9,,,Tốt
Trời quang,16°C,91%,16.8 km/h,1016 mbar,22.1*,,,,,,Trung bình
Trời quang,21°C,74%,9.6 km/h,1016 mbar,1.8,,,,,,Tốt
Trời quang,0°C,92%,3.2 km/h,1022 mbar,10.4,,,,,,Tốt
Ít mây,1°C,94%,3.2 km/h,1021 mbar,5.9,,,,,,Tốt
Trời quang,0°C,91%,3.2 km/h,1022 mbar,24.4,,,,,,Trung bình
Nhiều mây,1°C,89%,3.2 km/h,1020 mbar,15.3,,,,,,Trung bình
Mây rải rác,14°C,47%,29.6 km/h,1017 mbar,1.4,,,,,,Tốt
Trời quang,21°C,65%,11.2 km/h,1014 mbar,2.1*,,,,,,Tốt
Nhiều mây,-13°C,91%,8 km/h,1016 mbar,2.1*,,,,,,Tốt
Mây rải rác,3°C,76%,5.6 km/h,1012 mbar,1.5,,,,,,Tốt
Trời quang,-13°C,68%,3.8 km/h,1027 mbar,2.4,,70,,0,,Tốt
Nhiều mây,0°C,95%,3.2 km/h,1020 mbar,5.8,6.7,4.3,32,0.9,,Tốt
Nhiều mây,-1°C,99%,7.4 km/h,1021 mbar,2,,,3.8,0.5,,Tốt
Tuyết,-1°C,95%,27.4 km/h,1005 mbar,0.6,,,,1.6,,Tốt
Trời quang,-7°C,66%,8.6 km/h,1032 mbar,2,,,6.2,,,Tốt
Trời quang,18°C,31%,0.7 km/h,1014 mbar,8,23,,,,,Tốt
Tuyết,-4°C,86%,29.8 km/h,995 mbar,4.6,5.6,,3.5,1.3,,Tốt
Nhiều mây,-9°C,96%,12.3 km/h,997 mbar,0,7.9,,14.9,0.9,,Tốt
Tuyết,-5°C,95%,14.7 km/h,995 mbar,6,6.9,,20,0.4,,Tốt
Nhiều mây,2°C,100%,9.5 km/h,1003 mbar,0.2,0.5,,,,,Tốt
Nhiều mây,17°C,91%,36 km/h,1006 mbar,3.1*,10*,,2*,2*,,Tốt
Trời quang,20°C,88%,3.2 km/h,1014 mbar,8.7,,,,,,Tốt
Nhiều mây,18°C,67%,7.6 km/h,1006 mbar,1,7,27,32,4,0.2,Tốt
Ít mây,-4°C,94%,1.6 km/h,1005 mbar,4.1*,,,,,,Tốt
Sương mù,-5°C,93%,3.7 km/h,1009 mbar,5.3,9.9,,,,,Tốt
Ít mây,-22°C,84%,0 km/h,1014 mbar,2.6,13,,,,,Tốt
Nhiều mây,1°C,94%,6.3 km/h,1011 mbar,1.4,,,,,,Tốt
Nhiều mây,1°C,91%,1.6 km/h,1022 mbar,9.6,,,,,,Tốt
Sương mù,2°C,87%,7.4 km/h,1023 mbar,10.4,,,,,,Tốt
Nhiều mây,-2°C,99%,0.8 km/h,1023 mbar,1.7,,,,,,Tốt
Sương mù,-11°C,85%,9.3 km/h,1008 mbar,10.7,,,,,,Tốt
Trời quang,17°C,76%,11.1 km/h,1011 mbar,2,,,,,,Tốt
Trời quang,19°C,26%,10.4 km/h,1008 mbar,6.4,10.1,0.4,,0,,Tốt
Ít mây,15°C,63%,2.7 km/h,1007 mbar,,1,,,,,Tốt
Trời quang,20°C,63%,12.9 km/h,1007 mbar,0.7,,,,,,Tốt
Nhiều mây,11°C,88%,6.6 km/h,1010 mbar,0.6,,,,,,Tốt
Trời quang,-11°C,44%,6.3 km/h,1012 mbar,2,2,,2,,,Tốt
Nhiều mây,1°C,85%,8 km/h,1023 mbar,3.7,,,,,,Tốt
Nhiều mây,-6°C,90%,18.4 km/h,995 mbar,4,6.3,,,0.8,,Tốt
Tuyết,-9°C,39%,14.8 km/h,1000 mbar,0,6.3,,16.4,,,Tốt
Tuyết,-7°C,91%,9.3 km/h,987 mbar,4.7,6.6,,23.5,0.3,,Tốt
Mưa,26°C,65%,33.3 km/h,1015 mbar,1.6,9.9,,2,,,Tốt
Mưa,2°C,34%,9 km/h,1001 mbar,5,,,,,,Tốt
Nhiều mây,22°C,66%,25.1 km/h,1016 mbar,5,,,0,0,,Tốt
Nhiều mây,28°C,77%,13.5 km/h,1010 mbar,4,,,,,,Tốt
Nhiều mây,12°C,87%,8.7 km/h,1002 mbar,6,7,,5,,0.3,Tốt
Ít mây,-5°C,100%,5.5 km/h,1009 mbar,1.8,2.2,,,,,Tốt
Ít mây,-25°C,84%,0 km/h,1014 mbar,1.4,,,,,,Tốt
Nhiều mây,6°C,90%,0 km/h,1012 mbar,0.7,,,,,,Tốt
Trời quang,-14°C,86%,7.4 km/h,1006 mbar,2.7,8,,,,,Tốt
Nhiều mây,0°C,90%,3.2 km/h,1023 mbar,20.9,,,,,,Trung bình
Sương mù,1°C,98%,0 km/h,1021 mbar,8,,,,,,Tốt
Nhiều mây,23°C,75%,14.8 km/h,1010 mbar,3,34.8,,13.2,,,Tốt
Ít mây,20°C,78%,5.5 km/h,1016 mbar,3.1*,,,,,,Tốt
Nhiều mây,-7°C,93%,7.4 km/h,1018 mbar,2.5,,,1.1,,,Tốt
Nhiều mây,-14°C,96%,8.4 km/h,1007 mbar,8.4,,,,4.2,,Tốt
Nhiều mây,-4°C,85%,14.5 km/h,1012 mbar,1.1*,,,,,,Tốt
Tuyết,-9°C,92%,11.1 km/h,997 mbar,,,,11.8,,,Tốt
Nhiều mây,25°C,79%,18.9 km/h,1012 mbar,3.4,,,,,,Tốt
Nhiều mây,5°C,88%,14.3 km/h,1001 mbar,8,11,,18.8,2.6,,Tốt
Nhiều mây,11°C,87%,20.4 km/h,1003 mbar,1,7,,2,2,,Tốt
Sương mù,-5°C,93%,1.8 km/h,1010 mbar,11.8,14.4,,29.2,,,Tốt
Sương mù,-5°C,95%,1.8 km/h,1010 mbar,12.6,15.2,,60.9,,,Trung bình
Sương mù,-5°C,94%,3.7 km/h,1009 mbar,11.3,14.6,,49.6,,,Tốt
Sương mù,-5°C,93%,1.8 km/h,1010 mbar,17.2,20.2,,52.8,,,Trung bình
Ít mây,-4°C,87%,4.4 km/h,1010 mbar,18,11,,,,,Trung bình
Trời quang,0°C,86%,1.6 km/h,1022 mbar,8.5,,,,,,Tốt
Mây rải rác,1°C,92%,1.6 km/h,1021 mbar,12.4,,,,,,Trung bình
Nhiều mây,1°C,89%,0 km/h,1022 mbar,2.1,,,,,,Tốt
Nhiều mây,1°C,89%,0 km/h,1023 mbar,13.7,,,,,,Trung bình
Mây rải rác,0°C,91%,1.6 km/h,1022 mbar,7.8,,,,,,Tốt
Mây rải rác,19°C,45%,13.2 km/h,1007 mbar,0.7,,,,,,Tốt
Nhiều mây,23°C,76%,3.2 km/h,1009 mbar,11.5,30,48,11.3,,,Tốt
Nhiều mây,23°C,76%,3.2 km/h,1009 mbar,11.5,30,48,11.3,,,Tốt
Nhiều mây,22°C,76%,3.2 km/h,1006 mbar,5.4,21.3,,1.9,,,Tốt
Nhiều mây,-5°C,60%,21.7 km/h,1010 mbar,10.9,13,,,,,Tốt
Ít mây,4°C,60%,13 km/h,1012 mbar,0.7,,,,,,Tốt
Trời quang,-1°C,58%,12.9 km/h,1006 mbar,0.6,,,,,,Tốt
Nhiều mây,1°C,96%,9.3 km/h,1021 mbar,14.5,,,,,,Trung bình
Nhiều mây,0°C,92%,5.1 km/h,1021 mbar,5.8,,,,,,Tốt
Mưa,23°C,90%,4.8 km/h,1006 mbar,12.6,34.5,50,3.8,,,Trung bình
Mây rải rác,0°C,96%,3.7 km/h,1022 mbar,5.1,,,,,,Tốt
Mây rải rác,0°C,91%,1.6 km/h,1023 mbar,2.4,,,,,,Tốt
Mây rải rác,-8°C,67%,4.8 km/h,1016 mbar,3.1,,,1.9,,,Tốt
Nhiều mây,-1°C,82%,25.7 km/h,1008 mbar,1.4,,,,,,Tốt
Trời quang,-10°C,78%,8.9 km/h,1033 mbar,5,,18,25.8,,,Tốt
Nhiều mây,2°C,34%,9.3 km/h,1001 mbar,6,,,54.5,,,Tốt
Nhiều mây,28°C,88%,1.3 km/h,1009 mbar,4.8,,,,,,Tốt
Trời quang,-4°C,78%,1.4 km/h,1010 mbar,13.7,16.8,,33.6,,,Trung bình
Ít mây,-5°C,100%,5.5 km/h,1009 mbar,9.3,8.1,,41.2,,,Tốt
Nhiều mây,0°C,27%,3.2 km/h,1002 mbar,5.1*,,,,,,Tốt
Trời quang,-2°C,99%,7.4 km/h,1020 mbar,1,,,,,,Tốt
Trời quang,-2°C,85%,1.3 km/h,1028 mbar,3.6,,0,,,,Tốt
Ít mây,4°C,59%,18.5 km/h,1014 mbar,4,2,62,0,0,0,Tốt
Trời quang,-5°C,74%,13 km/h,1022 mbar,3.8,,,,,,Tốt
Trời quang,-5°C,76%,14.5 km/h,1001 mbar,0.2,,,,,,Tốt
Nhiều mây,1°C,89%,4.8 km/h,1021 mbar,13.9,,,,,,Trung bình
Trời quang,19°C,60%,13.5 km/h,1008 mbar,0.9,,,,,,Tốt
Trời quang,20°C,38%,4.4 km/h,1007 mbar,0.1,,,,,,Tốt
Mây rải rác,28°C,79%,20.8 km/h,1008 mbar,5.5,13.5,,,,,Tốt
Nhiều mây,6°C,82%,17.8 km/h,1013 mbar,2.3,,,,,,Tốt
Mưa,11°C,63%,20.4 km/h,1011 mbar,1.2,,,,,,Tốt
Trời quang,23°C,88%,5.5 km/h,1011 mbar,2.4,,,,,,Tốt
Nhiều mây,-11°C,79%,3.7 km/h,1012 mbar,,,2,,2.6,,Tốt
Mây rải rác,0°C,94%,4 km/h,1024 mbar,12.3,,,,,,Trung bình
Ít mây,3°C,89%,11.3 km/h,1023 mbar,15.5,,,,0,16,Trung bình
